Title,Topic,Subtopic,Year of the map,Description,link
VMP of fruit and vegetables and rate of organisations 2010 V2_pie_graph,Agri-food Markets,Production,2015,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/VMP%20of%20fruit%20and%20vegetables%20and%20rate%20of%20organisations%202010%20V2_pie_graph.gif
VMP of fruit and vegetables and rate of organisations 2010 V2_pie_graph,Agri-food Markets,Production,2015,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/VMP%20of%20fruit%20and%20vegetables%20and%20rate%20of%20organisations%202010%20V2_pie_graph.jpg
wine growing regions - evolution of planted areas 2000-01 2013-14,Agri-food Markets,Production,2015,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/wine%20growing%20regions%20-%20evolution%20of%20planted%20areas%202000-01%202013-14_no%20data.jpg
wine growing regions - evolution of planted areas 2007-08 2013-14,Agri-food Markets,Production,2015,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/wine%20growing%20regions%20-%20evolution%20of%20planted%20areas%202007-08%202013-14_no%20data.jpg
wine growing regions - evolution of planted areas 2012-13 2013-14,Agri-food Markets,Production,2015,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/wine%20growing%20regions%20-%20evolution%20of%20planted%20areas%202012-13%202013-14_no%20data.jpg
Wine growing regions EU-28,Agri-food Markets,Production,2015,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/wine_growing_regions_EU28.gif
World durum wheat production 2011-2016,Agri-food Markets,Production,2015,"World durum wheat production 2011-2012, 2012-2013, 2013-2014 (est.), 2014-2015 (est.), 2015-2016 (est.) (in million tons)",https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/world%20dururm%20wheat%20production_3.jpg
"Dairy report: Average gross margin per tonne with coupled payments by region, 2013",Agri-food Markets,Production,2016,EU dairy farms report based upon FADN data: Average gross margin operating costs 2013 (EUR/t),https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Dairy%20report%20-%20Average%20gross%20margin%20over%20operating%20costs.jpg
"Dairy report: FNVA/AWU by region, 2013",Agri-food Markets,Production,2016,Average Farm Net Value Addes per Annual Work Unit 2013 (EUR/AWU) for dairy report based upon FADN data 2013,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Dairy%20report%20-%20Average%20FNVA%20AWU.jpg
"EU- 28 Broad beans production (thousand t), November forecast",Agri-food Markets,Production,2016,"EU-28 Broad beans production (thousand t) - 2016, November forecast. Difference to 5-year trimmed average
Oilseeds and protein crops

",https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/EU-%2028%20Broad%20beans%20production%20-%20%202016%20(f'cast).png
"EU-28 Broad beans area (thousand ha) - 2016, November forecast",Agri-food Markets,Production,2016,"EU-28 Broad beans area (thousand ha) - 2016, November forecast. Difference to 5-year trimmed average
Oilseeds and protein crops",https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/EU-28%20Broad%20beans%20area%20-%202016%20(f'cast).png
"EU-28 Field peas area (thousand ha) - 2016, November forecast",Agri-food Markets,Production,2016,"EU-28 field peas area (thousand ha) - 2016, November forecast. Difference to 5-year trimmed average
Oilseeds and protein crops",https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/EU-28%20Field%20peas%20area%20-%202016%20(f'cast).png
"EU-28 Field peas production (thousand t) - 2016, November forecast",Agri-food Markets,Production,2016,"EU-28 Field peas production (thousand t) - 2016, November forecast. Difference to 5-year trimmed average
Oilseeds and protein crops",https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/EU-%2028%20Field%20peas%20production%20-%20%202016%20(f'cast).png
"EU-28 Linseed area (thousand ha) - 2016, November forecast",Agri-food Markets,Production,2016,"EU-28 Lindseed area (thousand ha) - 2016, November forecast. Difference to 5-year trimmed average
Oilseeds and protein crops","https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/EU-28%20Linseed%20area(thousand%20ha)%20-%202016,%20November%20forecast.png"
"EU-28 Linseed area (thousand ha) - 2016, November forecast",Agri-food Markets,Production,2016,"EU-28 Linseed area (thousand ha) - 2016, November forecast. Difference to 5-year trimmed average
Oilseeds and protein crops",https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/EU-28%20Linseed%20area.png
"EU-28 Linseed production (thousand t) - 2016, November forecast",Agri-food Markets,Production,2016,"EU-28 Linseed production (thousand t) - 2016, November forecast. Difference to 5-year trimmed average
Oilseeds and protein crops",https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/EU-%2028%20Linseed%20production%20-%20%202016%20(f'cast).png
"EU-28 Lupins area (thousand ha) - 2016, November forecast",Agri-food Markets,Production,2016,"EU-28 Lupins area (thousand ha) - 2016, November forecast. Difference to 5-year trimmed average
Oilseeds and protein crops",https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/EU-28%20Lupins%20area%20-%202016%20(f'cast).png
"EU-28 Oilseeds area (thousand ha) - 2016, November forecast",Agri-food Markets,Production,2016,"EU-28 Oilseeds area (thousand ha) - 2016, November forecast. Difference to 5-year trimmed average
Oilseeds and protein crops",https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/EU-28%20Oilseeds%20area%20-%202016%20(f'cast).png
"EU-28 Oilseeds production (thousand t) - 2016, November forecast",Agri-food Markets,Production,2016,"EU-28 Oilseeds production (thousand t) - 2016, November forecast. Difference to 5-year trimmed average
Oilseeds and protein crops",https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/EU-%2028%20Oilseeds%20production%20-%20%202016%20(f'cast).png
"EU-28 Protein crops area (thousand ha) - 2016, November forecast",Agri-food Markets,Production,2016,"EU-28 Protein crops area (thousand ha) - 2016, November forecast. Difference to 5-year trimmed average
Oilseeds and protein crops",https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/EU-28%20protein%20crops%20area%20%20-%202016%20(f'cast).png
"EU-28 Protein crops production (thousand t) - 2016, November forecast",Agri-food Markets,Production,2016,"EU-28 Protein crops production (thousand t) - 2016, November forecast. Difference to 5-year trimmed average
Oilseeds and protein crops",https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/EU-%2028%20Protein%20crops%20production%20-%20%202016%20(f'cast).png
"EU-28 Rapeseed area (thousand ha) - 2016, November forecast",Agri-food Markets,Production,2016,"EU-28 Rapeseed area (thousand ha) - 2016, November forecast. Difference to 5-year trimmed average
Oilseeds and protein crops",https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/EU-28%20Rapeseed%20area%20-%202016%20(f'cast).png
"EU-28 Rapeseed production (thousand t) - 2016, November forecast",Agri-food Markets,Production,2016,"EU-28 Rapeseed production (thousand t) - 2016, November forecast. Difference to 5-year trimmed average
Oilseeds and protein crops",https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/EU-%2028%20Rapeseed%20production%20-%20%202016%20(f'cast).png
"EU-28 Soy area (thousand ha) - 2016, November forecast",Agri-food Markets,Production,2016,"EU-28 Soy area (thousand ha) - 2016, November forecast. Difference to 5-year trimmed average
Oilseeds and protein crops",https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/EU-28%20Soy%20area%20-%202016%20(f'cast).png
"EU-28 Soy production (thousand t) - 2016, November forecast",Agri-food Markets,Production,2016,"EU-28 Soy production (thousand t) - 2016, November forecast. Difference to 5-year trimmed average
Oilseeds and protein crops",https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/EU-%2028%20Soy%20production%20-%20%202016%20(f'cast).png
"EU-28 Sunflower area (thousand ha) - 2016, November forecast",Agri-food Markets,Production,2016,"EU-28 Sunflower area (thousand ha) - 2016, November forecast. Difference to 5-year trimmed average
Oilseeds and protein crops
",https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/EU-28%20Sunflower%20area%20-%202016%20(f'cast).png
"EU-28 Sunflower production (thousand t) - 2016, November forecast",Agri-food Markets,Production,2016,"EU-28 Sunflower production (thousand t) - 2016, November forecast. Difference to 5-year trimmed average
Oilseeds and protein crops",https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/EU-%2028%20Sunflower%20production%20-%20%202016%20(f'cast).png
Soft wheat area 2016,Agri-food Markets,Production,2016,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/soft%20wheat.jpg
wine growing regions - evolution of planted areas 2000-01 2014-15,Agri-food Markets,Production,2016,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/wine%20growing%20regions%20-%20evolution%20of%20planted%20areas%202000-01%202014-15.jpg
wine growing regions - evolution of planted areas 2007-08 2014-15,Agri-food Markets,Production,2016,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/wine%20growing%20regions%20-%20evolution%20of%20planted%20areas%202007-08%202014-15.jpg
wine growing regions - evolution of planted areas 2013-14 2014-15,Agri-food Markets,Production,2016,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/wine%20growing%20regions%20-%20evolution%20of%20planted%20areas%202013-14%202014-15.jpg
wine growing regions - evolution of planted areas 2013-14 2014-15 revised for Portugal,Agri-food Markets,Production,2016,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/wine%20growing%20regions%20-%20evolution%20of%20planted%20areas%202013-14%202014-15%20revised%20for%20Portugal.jpg
"Wine growing regions - Evolution of planted areas 2014/2015 and 2000/2001, 2004/2005",Agri-food Markets,Production,2016,Wine growing regions - Evolution of planted areas between 2000/2001 (EU-10) or 2004/2005 (for EU-15) and 2014/2015,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/wine%20growing%20regions%20-%20evolution%20of%20planted%20areas%202000-01%202014-15_no%20data.jpg
Wine growing regions - Evolution of planted areas 2014/2015 and 2007/2008,Agri-food Markets,Production,2016,Wine growing regions - Evolution of planted areas 2014/2015 and 2007/ 2008 for EU-27,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/wine%20growing%20regions%20-%20evolution%20of%20planted%20areas%202007-08%202014-15_nodata.jpg
E28 Oilseeds area,Agri-food Markets,Production,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/E28%20Oilseeds%20area.png
E28 Oilseeds production,Agri-food Markets,Production,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/E28%20Oilseeds%20production.png
E28 protein crops production,Agri-food Markets,Production,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/E28%20protein%20crops%20production.png
E28 Rapeseed production,Agri-food Markets,Production,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/E28%20Rapeseed%20production.png
EU28 Broadbeans area,Agri-food Markets,Production,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/EU28%20Broadbeans%20area.png
EU28 Broadbeans area 012017,Agri-food Markets,Production,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/EU28%20Broadbeans%20area%20012017.png
EU28 Broadbeans production,Agri-food Markets,Production,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/EU28%20Broadbeans%20production.png
EU28 Broadbeans production 012017,Agri-food Markets,Production,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/EU28%20Broadbeans%20production%20012017.png
EU28 Field peas area,Agri-food Markets,Production,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/EU28%20Field%20peas%20area.png
EU28 Field peas area 012017,Agri-food Markets,Production,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/EU28%20Field%20peas%20area%20012017.png
EU28 Field peas production,Agri-food Markets,Production,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/EU28%20Field%20peas%20production.png
EU28 Field peas production 012017,Agri-food Markets,Production,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/EU28%20Field%20peas%20production%20012017.png
EU28 Linseed area,Agri-food Markets,Production,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/EU28%20Linseed%20area.png
EU28 Linseed area 012017,Agri-food Markets,Production,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/EU28%20Linseed%20area%20012017.png
EU28 Linseed production,Agri-food Markets,Production,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/EU28%20Linseed%20production.png
EU28 Linseed production 012017,Agri-food Markets,Production,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/EU28%20Linseed%20production%20012017.png
EU28 Lupins area,Agri-food Markets,Production,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/EU28%20Lupins%20area.png
EU28 Lupins area 012017,Agri-food Markets,Production,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/EU28%20Lupins%20area%20012017.png
EU28 Lupins production,Agri-food Markets,Production,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/EU28%20Lupins%20production.png
EU28 Lupins production 012017,Agri-food Markets,Production,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/EU28%20Lupins%20production%20012017.png
EU28 Oilseed area 012017,Agri-food Markets,Production,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/EU28%20Oilseed%20area%20012017.png
EU28 Oilseed production 012017,Agri-food Markets,Production,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/EU28%20Oilseed%20production%20012017.png
EU28 Protein area 012017,Agri-food Markets,Production,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/EU28%20Protein%20area%20012017.png
EU28 Protein crops area,Agri-food Markets,Production,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/E28%20Protein%20crops%20area.png
EU28 Protein production 012017,Agri-food Markets,Production,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/EU28%20Protein%20production%20012017.png
EU28 Rapeseed area,Agri-food Markets,Production,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/E28%20Rapeseed%20area.png
EU28 Rapeseed area 012017,Agri-food Markets,Production,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/EU28%20Rapeseed%20area%20012017.png
EU28 Rapeseed production 012017,Agri-food Markets,Production,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/EU28%20Rapeseed%20production%20012017.png
EU28 Soy area,Agri-food Markets,Production,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/EU28%20Soy%20area.png
EU28 Soy area 012017,Agri-food Markets,Production,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/EU28%20Soy%20area%20012017.png
EU28 Soy production,Agri-food Markets,Production,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/EU28%20Soy%20production.png
EU28 Soy production 012017,Agri-food Markets,Production,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/EU28%20Soy%20production%20012017.png
EU28 Sunflower area,Agri-food Markets,Production,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/EU28%20Sunflower%20area.png
EU28 Sunflower area 012017,Agri-food Markets,Production,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/EU28%20Sunflower%20area%20012017.png
EU28 Sunflower production,Agri-food Markets,Production,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/EU28%20Sunflower%20production.png
EU28 Sunflower production 012017,Agri-food Markets,Production,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/EU28%20Sunflower%20production%20012017.png
World maize 2017/2018 production,Agri-food Markets,Production,2017,World maize 2017/2018 production: % change 2018 versus 2017,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/world%20maize%202017-2018%20production.jpg
World soybean 2017/2018 production,Agri-food Markets,Production,2017,World soybean 2017/2018 production: % change 2018 versus 2017,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/world%20soy%202017-2018%20production.jpg
World wheat 2017/2018 production,Agri-food Markets,Production,2017,World wheat 2017-2018 production: % change between 2018 and 2017,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/world%20wheat%202017-2018%20production.jpg
